Timestamp,Transaction_Type,MIN,P50%,P95%,P99%,MAX
11:14:53,SLEV,1549,1630,2477,2477,2477
11:14:53,OSTAT,597,737,918,1097,1097
11:15:03,NEWORD,1728,2468,603183,817853,996840
11:15:03,PAYMENT,1234,1764,399083,762878,783311
11:15:03,DELIVERY,2783,3305,5350,5350,5350
11:15:03,SLEV,1473,1668,2791,2791,2791
11:15:03,OSTAT,544,643,886,886,886
11:15:13,NEWORD,1513,2371,350999,759873,782462
11:15:13,PAYMENT,1179,1690,358712,777286,824791
11:15:13,DELIVERY,2459,3284,8158,56831,56831
11:15:13,SLEV,1492,1589.5,1850,1898,1898
11:15:13,OSTAT,516,735.5,1031,4284,4284
11:15:23,NEWORD,1508,2260,6991,785920,792839
11:15:23,PAYMENT,1035,1715,200516,795383,804435
11:15:23,DELIVERY,2837,3731.5,610563,756908,756908
11:15:23,SLEV,1426,1667.5,1917,1917,1917
11:15:23,OSTAT,645,749,847,847,847
11:15:33,NEWORD,1521,2165,590010,808153,810790
11:15:33,PAYMENT,1170,1572,6721,775410,798768
11:15:33,DELIVERY,2480,2812.5,3765,3765,3765
11:15:33,SLEV,1474,1530,1905,1905,1905
11:15:33,OSTAT,720,778,852,852,852
11:15:43,NEWORD,1625,3838.5,585955,815643,975424
11:15:43,PAYMENT,1144,1942.5,166022,411884,736018
11:15:43,DELIVERY,2648,4212,29904,1105193,1105193
11:15:43,SLEV,1420,1616,1761,1823,1823
11:15:43,OSTAT,529,701.5,905,905,905
11:15:53,NEWORD,2126,6079,204524,566238,810284
11:15:53,PAYMENT,1521,4785.5,579880,770192,857535
11:15:53,DELIVERY,4056,21398,593971,593971,593971
11:15:53,SLEV,1478,1641,2152,2152,2152
11:15:53,OSTAT,552,841,1427,2041,2041
11:16:03,NEWORD,2094,6036,406069,793536,814027
11:16:03,PAYMENT,1300,3402.5,183835,557369,657292
11:16:03,DELIVERY,3197,4619,537872,782328,782328
11:16:03,SLEV,1476,1664,2138,2138,2138
11:16:03,OSTAT,641,813.5,1065,1793,1793
11:16:13,NEWORD,2012,5157,443908,748092,797193
11:16:13,PAYMENT,1341,4063.5,35039,610240,717693
11:16:13,DELIVERY,3338,6257.5,16663,16663,16663
11:16:13,SLEV,1387,1606,2054,2118,2118
11:16:13,OSTAT,614,753,1752,1752,1752
11:16:23,NEWORD,2016,4818.5,262828,690769,746097
11:16:23,PAYMENT,1268,4210.5,399424,759708,761917
11:16:23,DELIVERY,3486,4160,577968,577968,577968
11:16:23,SLEV,1326,1695,1887,2401,2401
11:16:23,OSTAT,548,778,1078,1078,1078
11:16:33,NEWORD,2002,4298,194027,739494,783634
11:16:33,PAYMENT,1289,3424,461920,732314,760833
11:16:33,DELIVERY,3089,4862,18526,36765,36765
11:16:33,SLEV,1372,1672,1987,2325,2325
11:16:33,OSTAT,626,722,1124,1124,1124
11:16:43,NEWORD,1935,4286,596843,756752,763076
11:16:43,PAYMENT,1242,2831,218593,414464,721931
11:16:43,DELIVERY,3582,3953,7176,9966,9966
11:16:43,SLEV,1531,1655,1746,1820,1820
11:16:43,OSTAT,526,767,942,1847,1847
11:16:53,NEWORD,1952,5226,244933,701919,741362
11:16:53,PAYMENT,1285,4265,385618,628933,724209
